trimmed_seq_name	complete_seq_name
A/Wisconsin/46/2022	A/Wisconsin/46/2022|EPI_ISL_15288444|2022-08-29
A/Oregon/41/2022	A/Oregon/41/2022|EPI_ISL_16199223|2022-10-27
A/Iowa/34/2022	A/Iowa/34/2022|EPI_ISL_16201252|2022-10-31
A/Arizona/51/2022	A/Arizona/51/2022|EPI_ISL_16201374|2022-11-02
A/Wyoming/22/2022	A/Wyoming/22/2022|EPI_ISL_16201368|2022-11-16
A/Missouri/27/2022	A/Missouri/27/2022|EPI_ISL_16201550|2022-10-31
A/Missouri/32/2022	A/Missouri/32/2022|EPI_ISL_16201538|2022-11-09
A/Missouri/34/2022	A/Missouri/34/2022|EPI_ISL_16201576|2022-11-12
A/Victoria/68/2022	A/Victoria/68/2022|EPI_ISL_12579896|2022-03-29
A/Victoria/4267/2022	A/Victoria/4267/2022|EPI_ISL_14809159|2022-06-19
A/RiodeJaneiro/20934/2022	A/Rio_de_Janeiro/20934/2022|EPI_ISL_15426896|2022-09-12
A/Victoria/12/2022	A/Victoria/12/2022|EPI_ISL_12206250|2022-03-16
A/Victoria/3268/2022	A/Victoria/3268/2022|EPI_ISL_15833285|2022-05-28
A/Townsville/83/2022	A/Townsville/83/2022|EPI_ISL_16003434|2022-10-04
A/Victoria/1472/2022	A/Victoria/1472/2022|EPI_ISL_15833327|2022-05-08
A/Tasmania/308/2022	A/Tasmania/308/2022|EPI_ISL_16003517|2022-09-03
A/Darwin/177/2022	A/Darwin/177/2022|EPI_ISL_13175665|2022-05-06
A/Tasmania/6/2022	A/Tasmania/6/2022|EPI_ISL_13175644|2022-05-06
A/NewZealand/3636/2022	A/New_Zealand/3636/2022|EPI_ISL_16383772|2022-07-17
A/Wellington/24/2022	A/Wellington/24/2022|EPI_ISL_14225317|2022-05-31
A/NewZealand/324/2022	A/New_Zealand/0324/2022|EPI_ISL_16383829|2022-07-04
A/Perth/202/2022	A/Perth/202/2022|EPI_ISL_14467651|2022-06-13
A/SouthAustralia/256/2022	A/South_Australia/256/2022|EPI_ISL_14991392|2022-08-05
A/Canberra/174/2022	A/Canberra/174/2022|EPI_ISL_13984006|2022-05-17
A/Perth/275/2022	A/Perth/275/2022|EPI_ISL_14991255|2022-07-09
A/NewZealand/3932/2022	A/New_Zealand/3932/2022|EPI_ISL_16383770|2022-08-13
A/NewZealand/3718/2022	A/New_Zealand/3718/2022|EPI_ISL_16383788|2022-07-22
A/SouthAustralia/258/2022	A/South_Australia/258/2022|EPI_ISL_14991386|2022-08-08
A/SouthAustralia/262/2022	A/South_Australia/262/2022|EPI_ISL_14991491|2022-08-10
A/SouthAustralia/260/2022	A/South_Australia/260/2022|EPI_ISL_14991390|2022-08-08
A/SouthAustralia/264/2022	A/South_Australia/264/2022|EPI_ISL_14991488|2022-08-12
A/Sydney/1341/2022	A/Sydney/1341/2022|EPI_ISL_16003423|2022-07-05
A/Sydney/770/2022	A/Sydney/770/2022|EPI_ISL_14115557|2022-06-03
A/Tasmania/125/2022	A/Tasmania/125/2022|EPI_ISL_14225273|2022-06-14
A/Tasmania/291/2022	A/Tasmania/291/2022|EPI_ISL_15907722|2022-08-13
A/Tasmania/57/2022	A/Tasmania/57/2022|EPI_ISL_14819734|2022-06-02
A/Perth/104/2022	A/Perth/104/2022|EPI_ISL_14115597|2022-06-13
A/Victoria/215/2022	A/Victoria/215/2022|EPI_ISL_14161816|2022-04-06
A/Victoria/2164/2022	A/Victoria/2164/2022|EPI_ISL_15833407|2022-05-14
A/SouthAustralia/259/2022	A/South_Australia/259/2022|EPI_ISL_14991387|2022-08-09
A/SouthAustralia/299/2022	A/South_Australia/299/2022|EPI_ISL_16003513|2022-09-07
A/SouthAustralia/302/2022	A/South_Australia/302/2022|EPI_ISL_16003512|2022-09-06
A/SouthAustralia/300/2022	A/South_Australia/300/2022|EPI_ISL_16003515|2022-09-04
A/SouthAustralia/350/2022	A/South_Australia/350/2022|EPI_ISL_16003428|2022-10-11
A/SouthAustralia/331/2022	A/South_Australia/331/2022|EPI_ISL_16003507|2022-09-30
A/Victoria/4904/2022	A/Victoria/4904/2022|EPI_ISL_16003511|2022-09-22
A/Victoria/4906/2022	A/Victoria/4906/2022|EPI_ISL_15833433|2022-09-26
A/Nagasaki/21FS016/2021	A/Nagasaki/21FS016/2022|EPI_ISL_15259145|2022-08-01
A/Nagasaki/21FS014/2021	A/Nagasaki/21FS014/2022|EPI_ISL_15232187|2022-07-30
A/Nagasaki/21FS015/2021	A/Nagasaki/21FS015/2022|EPI_ISL_15259076|2022-07-30
A/Nagasaki/21FS013/2021	A/Nagasaki/21FS013/2022|EPI_ISL_15232185|2022-07-30
A/Missouri/23/2022	A/Missouri/23/2022|EPI_ISL_15929857|2022-10-24
A/Lao/F1929/2022	A/Laos/F1929/2022|EPI_ISL_15260063|2022-07-14
A/Lao/F2001/2022	A/Laos/F2001/2022|EPI_ISL_15260064|2022-07-18
A/ChiangRai/NIC-P2889/2022	A/Chiang_Rai/NIC-P2889/2022|EPI_ISL_15937200|2022-08-24
A/Canberra/246/2022	A/Canberra/246/2022|EPI_ISL_15833294|2022-06-18
A/SuratThani/NIC-P1733/2022	A/Surat_Thani/NIC-P1733/2022|EPI_ISL_15504805|2022-06-06
A/NewZealand/3766/2022	A/New_Zealand/3766/2022|EPI_ISL_16383820|2022-08-03
A/Victoria/20/2022	A/Victoria/20/2022|EPI_ISL_12579936|2022-03-23
A/Victoria/22/2022	A/Victoria/22/2022|EPI_ISL_12579926|2022-03-24
A/Victoria/65/2022	A/Victoria/65/2022|EPI_ISL_12579869|2022-03-30
A/Canberra/5/2022	A/Canberra/5/2022|EPI_ISL_13398659|2022-04-10
A/Canberra/22/2022	A/Canberra/22/2022|EPI_ISL_13398651|2022-04-15
A/SuratThani/NIC-P1732/2022	A/Surat_Thani/NIC-P1732/2022|EPI_ISL_15504803|2022-06-02
A/Thailand/2/2022	A/Thailand/2/2022|EPI_ISL_14991515|2022-06-07
A/SuratThani/NIC-P1822/2022	A/Surat_Thani/NIC-P1822/2022|EPI_ISL_15504806|2022-06-07
A/Perth/244/2022	A/Perth/244/2022|EPI_ISL_15833265|2022-06-24
A/NewZealand/3980/2022	A/New_Zealand/3980/2022|EPI_ISL_16383813|2022-08-10
A/NewZealand/3851/2022	A/New_Zealand/3851/2022|EPI_ISL_16383821|2022-07-31
A/Catalonia/NSVH199823306/2022	A/Catalonia/NSVH199823306/2022|EPI_ISL_15210580|2022-09-12
A/UnitedKingdom/13400/2022	A/United_Kingdom/13400/2022|EPI_ISL_14610718|2022-07-12
A/Melilla/3260/2022	A/Melilla/3260/2022|EPI_ISL_15447045|2022-07-20
A/Victoria/57/2022	A/Victoria/57/2022|EPI_ISL_12579939|2022-03-25
A/Victoria/44/2022	A/Victoria/44/2022|EPI_ISL_12579915|2022-03-29
A/Victoria/70/2022	A/Victoria/70/2022|EPI_ISL_12579956|2022-03-30
A/Denmark/2282/2022	A/Denmark/2282/2022|EPI_ISL_13200103|2022-04-04
A/Victoria/126/2022	A/Victoria/126/2022|EPI_ISL_12579922|2022-04-07
A/Victoria/4891/2022	A/Victoria/4891/2022|EPI_ISL_16003509|2022-09-11
A/Perth/213/2022	A/Perth/213/2022|EPI_ISL_14225278|2022-04-20
A/AbuDhabi/1112067/2022	A/Abu_Dhabi/1112067/2022|EPI_ISL_13892683|2022-04-21
A/Victoria/698/2022	A/Victoria/698/2022|EPI_ISL_13531022|2022-04-25
A/Victoria/789/2022	A/Victoria/789/2022|EPI_ISL_14161754|2022-04-27
A/Darwin/62/2022	A/Darwin/62/2022|EPI_ISL_13175615|2022-04-28
A/Victoria/858/2022	A/Victoria/858/2022|EPI_ISL_13398685|2022-04-28
A/Victoria/938/2022	A/Victoria/938/2022|EPI_ISL_13984023|2022-04-30
A/Victoria/2773/2022	A/Victoria/2773/2022|EPI_ISL_15833376|2022-05-20
A/Tasmania/35/2022	A/Tasmania/35/2022|EPI_ISL_13983940|2022-05-25
A/Brisbane/122/2022	A/Brisbane/122/2022|EPI_ISL_14809175|2022-06-09
A/Victoria/4407/2022	A/Victoria/4407/2022|EPI_ISL_15833385|2022-07-05
A/NewZealand/3596/2022	A/New_Zealand/3596/2022|EPI_ISL_16383776|2022-07-14
A/Darwin/2455/2022	A/Darwin/2455/2022|EPI_ISL_14991394|2022-07-14
A/Stockholm/6/2021	A/Stockholm/6/2021|EPI_ISL_2234358|2021-04-23
A/India/PUN-NIV323256/2021	A/India/PUN-NIV323256/2021|EPI_ISL_4373402|2021-06-21
A/Catalonia/NSVH27772/2021	A/Catalonia/NSVH27772/2021|EPI_ISL_4537046|2021-09-15
A/Novosibirsk/RII-MH38236S/2021	A/Novosibirsk/RII-MH38236S/2021|EPI_ISL_6940691|2021-10-30
A/RiodeJaneiro/18891/2022	A/Rio_de_Janeiro/18891/2022|EPI_ISL_15426956|2022-08-02
A/Santiago/48877/2022	A/Santiago/48877/2022|EPI_ISL_14924365|2022-04-11
A/Amazonas/181093-IEC/2021	A/Amazonas/181093-IEC/2021|EPI_ISL_8812399|2021-11-18
A/Amazonas/181098-IEC/2021	A/Amazonas/181098-IEC/2021|EPI_ISL_8812929|2021-11-22
A/Bolivia/18559VIR/2022	A/Bolivia/18559VIR/2022|EPI_ISL_13892742|2022-04-07
A/Ecuador/1062/2021	A/Ecuador/1062/2021|EPI_ISL_11496586|2021-12-29
A/Ecuador/9092/2021	A/Ecuador/9092/2021|EPI_ISL_11496581|2021-12-31
A/California/27/2022	A/California/27/2022|EPI_ISL_11532908|2022-01-05
A/India/Pun-NIV325595/2021	A/India/Pun-NIV363402/2021|EPI_ISL_9349288|2021-10-04
A/India/Pun-NIV326599/2021	A/India/Pun-NIV60/2021|EPI_ISL_9349286|2021-10-12
A/Stockholm/5/2021	A/Stockholm/5/2021|EPI_ISL_2234357|2021-04-16
A/India/2153/2021	A/India/2153/2021|EPI_ISL_10828529|2021-08-25
A/Nepal/21FL2305/2021	A/Nepal/21FL2305/2021|EPI_ISL_6424986|2021-08-01
A/India/Pun-NIV327669/2021	A/India/Pun-NIV60/2021|EPI_ISL_9349286|2021-10-12
A/Darwin/12/2021	A/Darwin/12/2021|EPI_ISL_2233234|2021-02-21
A/Darwin/9/2021	A/Darwin/9/2021|EPI_ISL_3801278|2021-04-17
A/Darwin/9b/2021	A/Darwin/9b/2021|EPI_ISL_2932606|2021-04-24
A/Darwin/9a/2021	A/Darwin/9a/2021|EPI_ISL_2932607|2021-04-20
A/Darwin/11/2021	A/Darwin/11/2021|EPI_ISL_2233241|2021-04-20
A/California/2/2022	A/California/23/2022|EPI_ISL_11532873|2022-01-01
A/Guyane/130/2022	A/Guyane/130/2022|EPI_ISL_15394061|2022-02-01
A/TimorLeste/153/2022	A/Timor-Leste/153/2022|EPI_ISL_13398707|2022-03-29
A/Arkhangelsk/CRIE/242/2022	A/Arkhangelsk/CRIE/242/2022|EPI_ISL_16260031|2022-11-15
A/TimorLeste/71/2022	A/Timor-Leste/71/2022|EPI_ISL_14161778|2022-03-15
A/TimorLeste/122/2022	A/Timor-Leste/122/2022|EPI_ISL_14161735|2022-02-28
A/TimorLeste/75/2022	A/Timor-Leste/75/2022|EPI_ISL_14161815|2022-03-01
A/TimorLeste/181/2022	A/Timor-Leste/181/2022|EPI_ISL_15610640|2022-03-15
A/TimorLeste/147/2022	A/Timor-Leste/147/2022|EPI_ISL_14161741|2022-03-23
A/SouthAustralia/154/2022	A/South_Australia/154/2022|EPI_ISL_15907670|2022-06-23
A/Nebraska/1/2021	A/Nebraska/11/2021|EPI_ISL_9389014|2021-12-24
A/Nepal/21FL2700/2021	A/Nepal/21FL2700/2021|EPI_ISL_5419124|2021-08-11
A/Nepal/21FL2304/2021	A/Nepal/21FL2304/2021|EPI_ISL_5419103|2021-08-01
A/Qatar/10-VI-21-4396149/2021	A/Qatar/10-VI-21-4396149/2021|EPI_ISL_8808680|2021-08-26
A/Nepal/21FL2699/2021	A/Nepal/21FL2699/2021|EPI_ISL_5419122|2021-08-11
A/Nepal/21FL1719/2021	A/Nepal/21FL1719/2021|EPI_ISL_5419099|2021-07-07
A/Nepal/21FL2415/2021	A/Nepal/21FL2415/2021|EPI_ISL_5419107|2021-08-03
A/Antananarivo/4686/2022	A/Antananarivo/04686/2022|EPI_ISL_14653481|2022-06-21
A/Nepal/21FL2854/2021	A/Nepal/21FL2854/2021|EPI_ISL_10626780|2021-08-23
A/Madagascar/2774/2022	A/Madagascar/2774/2022|EPI_ISL_14727222|2022-02-25
A/RhodeIsland/39/2022	A/Rhode_Island/39/2022|EPI_ISL_14036306|2022-06-22
A/Arizona/39/2022	A/Arizona/39/2022|EPI_ISL_14466677|2022-07-04
A/Yamaguchi/1/2022	A/Yamaguchi/34/2016|EPI_ISL_249075|2016-10-28
A/Ibaraki/1/2022	A/Parma/51/2022|EPI_ISL_14212958|2022-03-08
A/Ibaraki/3/2022	A/Nebraska/31/2022|EPI_ISL_16201582|2022-11-14
A/Wakayama/1/2022	A/Wakayama/118/2019|EPI_ISL_584120|2019-12-13
A/Hyogo/4010/2022	A/Congo/010/2022|EPI_ISL_11969460|2022-01-06
A/Hyogo/4002/2022	A/Togo/1002/2022|EPI_ISL_13983315|2022-04-19
A/Fukui/1/2022	A/Fiji/13/2022|EPI_ISL_12206268|2022-02-15
A/Fukuoka/FS21/2022	A/Fukuoka/DS-261v/2014|EPI_ISL_206282|2014-01-21
A/Yamaguchi/2/2022	A/Yamaguchi/34/2016|EPI_ISL_249075|2016-10-28
A/Sapporo/1/2022	A/Boras/1/2022|EPI_ISL_11805563|2022-01-01
A/NosyBe/3427/2022	A/Nosy_Be/03427/2022|EPI_ISL_14653648|2022-03-28
A/NosyBe/3317/2022	A/Nosy_Be/03317/2022|EPI_ISL_14653642|2022-03-21
A/NosyBe/3654/2022	A/Nosy_Be/03654/2022|EPI_ISL_14653661|2022-04-13
A/Nevada/8/2022	A/Nevada/28/2022|EPI_ISL_14036171|2022-06-06
A/Hawaii/40/2022	A/Hawaii/40/2022|EPI_ISL_15724435|2022-09-15
A/Alaska/27/2022	A/Alaska/27/2022|EPI_ISL_14862547|2022-08-03
A/Hawaii/25/2022	A/Hawaii/25/2022|EPI_ISL_14466674|2022-07-10
A/Hawaii/34/2022	A/Hawaii/34/2022|EPI_ISL_15291314|2022-08-24
A/Hawaii/28/2022	A/Hawaii/28/2022|EPI_ISL_14862562|2022-07-24
A/Toamasina/3761/2022	A/Toamasina/03761/2022|EPI_ISL_14653679|2022-04-19
A/Antsirabe/3715/2022	A/Antsirabe/03715/2022|EPI_ISL_14653508|2022-04-22
A/Fianarantsoa/3290/2022	A/Fianarantsoa/03290/2022|EPI_ISL_14653542|2022-03-23
A/Madagascar/3505/2022	A/Madagascar/3505/2022|EPI_ISL_14862569|2022-04-04
A/Antsirabe/3713/2022	A/Antsirabe/03713/2022|EPI_ISL_14653507|2022-04-20
A/Antsirabe/3712/2022	A/Antsirabe/03712/2022|EPI_ISL_14653506|2022-04-20
A/India/Pun-NIV323256/2021	A/India/PUN-NIV323256/2021|EPI_ISL_4373402|2021-06-21
A/India/Pun-NIV327641/2021	A/India/Pun-NIV60/2021|EPI_ISL_9349286|2021-10-12
A/India/Pun-NIV301759/2021	A/India/PUN-NIV301759/2021|EPI_ISL_4373531|2021-04-12
A/Netherlands/10000/2021	A/Netherlands/10000/2021|EPI_ISL_1913253|2021-02-21
A/India/PUN-NIV301759/2021	A/India/PUN-NIV301759/2021|EPI_ISL_4373531|2021-04-12
A/California/1/2021	A/California/14/2021|EPI_ISL_8810328|2021-11-24
A/India/2155/2021	A/India/2153/2021|EPI_ISL_10828529|2021-08-25
A/England/220900376/2022	A/England/220900376/2022|EPI_ISL_14618974|2022-02-23
A/England/221540596/2022	A/England/221540596/2022|EPI_ISL_14145019|2022-04-11
A/Ruabon/4105/2021	A/Ruabon/4105/2021|EPI_ISL_7483848|2021-11-24
A/England/214740281/2021	A/England/214740281/2021|EPI_ISL_8929295|2021-11-21
A/Bridgend/7451/2022	A/Bridgend/7451/2022|EPI_ISL_10117010|2022-01-02
A/Maldives/758/2021	A/Maldives/758/2021|EPI_ISL_15394467|2021-09-30
A/Maldives/440/2021	A/Maldives/440/2021|EPI_ISL_15393520|2021-09-14
A/Maldives/478/2021	A/Maldives/478/2021|EPI_ISL_15393525|2021-09-17
A/Maldives/1634/2021	A/Maldives/1634/2021|EPI_ISL_15394429|2021-10-15
A/Maldives/584/2021	A/Maldives/584/2021|EPI_ISL_15394462|2021-09-24
A/Maldives/583/2021	A/Maldives/583/2021|EPI_ISL_15394427|2021-09-24
A/India/Pun-NIV325911/2021	A/India/Pune-NIVCoV362251/2021|EPI_ISL_14854652|2021-09-30
A/India/Pun-NIV327745/2021	A/India/Pun-NIV363402/2021|EPI_ISL_9349288|2021-10-04
A/India/Pun-NIV326618/2021	A/India/Pun-NIV60/2021|EPI_ISL_9349286|2021-10-12
A/India/Pun-NIV337982/2021	A/India/Pun-NIV363402/2021|EPI_ISL_9349288|2021-10-04
A/India/Pun-NIV339039/2021	A/India/Pun-NIV363402/2021|EPI_ISL_9349288|2021-10-04
A/India/Pun-ARI2218/2021	A/India/Pun-1922218/2019|EPI_ISL_506029|2019-08-09
A/India/Pun-NIV343201/2021	A/India/Pun-NIV363402/2021|EPI_ISL_9349288|2021-10-04
A/India/Pun-NIV344365/2021	A/India/Pun-NIV60/2021|EPI_ISL_9349286|2021-10-12
A/India/2167/2021	A/India/2153/2021|EPI_ISL_10828529|2021-08-25
A/Netherlands/88/2021	A/Netherlands/00088/2021|EPI_ISL_10337731|2021-12-01
A/India/Chennai-NIVQC357/2021	A/India/Chennai-NIVQC357/2021|EPI_ISL_14854646|2021-10-06
A/Nepal/21FL2439/2021	A/Nepal/21FL2439/2021|EPI_ISL_5419108|2021-08-03
A/Bangladesh/4037/2021	A/Bangladesh/4037/2021|EPI_ISL_9389004|2021-11-23
A/Qatar/10-VI-21-3976292/2021	A/Qatar/10-VI-21-3976292/2021|EPI_ISL_4005768|2021-08-11
A/India/Kerala-NIVQC471/2021	A/India/Kerala-NIVQC471/2021|EPI_ISL_14854648|2021-11-16
A/Netherlands/10025/2022	A/Netherlands/10025/2022|EPI_ISL_9303740|2022-01-17
A/Nepal/21FL2666/2021	A/Nepal/21FL2666/2021|EPI_ISL_5419120|2021-08-10
A/Darwin/25/2021	A/Darwin/25/2021|EPI_ISL_4036584|2021-08-18
A/Darwin/24/2021	A/Darwin/24/2021|EPI_ISL_3837458|2021-08-11
A/Nepal/21FL2352/2021	A/Nepal/21FL2352/2021|EPI_ISL_5419105|2021-08-02
A/Hessen/2/2021	A/Hessen/1/2021|EPI_ISL_9198201|2021-11-22
A/Singapore/SAR86232/2021	A/Singapore/SAR86232/2021|EPI_ISL_8640746|2021-11-21
A/Singapore/INFTT0006/2021	A/Singapore/INFTT0006/2021|EPI_ISL_8640747|2021-11-30
A/Bhutan/1950/2022	A/Bhutan/1950/2022|EPI_ISL_16201344|2022-09-28
A/India/Pun-NIVSARI22575/2022	A/India/Pun-NIVSARI22575/2022|EPI_ISL_14819775|2022-05-13
A/Darwin/37/2021	A/Darwin/37/2021|EPI_ISL_5933272|2021-10-05
A/Darwin/40/2021	A/Darwin/40/2021|EPI_ISL_6698579|2021-10-11
A/Darwin/42/2021	A/Darwin/42/2021|EPI_ISL_6424989|2021-10-11
A/Darwin/39/2021	A/Darwin/39/2021|EPI_ISL_6424988|2021-10-11
A/India/Kerala-NIVQC434/2021	A/India/Kerala-NIVQC434/2021|EPI_ISL_14854643|2021-10-20
A/Qatar/16-VI-22-1972944/2022	A/Qatar/16-VI-22-1972944/2022|EPI_ISL_15937837|2022-09-09
A/Nepal/21FL2632/2021	A/Nepal/21FL2632/2021|EPI_ISL_5419117|2021-08-10
A/Bhutan/1122/2021	A/Bhutan/1122/2021|EPI_ISL_11496732|2021-12-23
A/Bhutan/456/2022	A/Bhutan/0456/2022|EPI_ISL_12187425|2022-01-12
A/Bhutan/1255/2022	A/Bhutan/1255/2022|EPI_ISL_11956894|2022-01-05
A/Bhutan/1258/2022	A/Bhutan/1258/2022|EPI_ISL_11956892|2022-01-10
A/Bhutan/1134/2021	A/Bhutan/1134/2021|EPI_ISL_11497695|2021-12-27
A/Bhutan/429/2021	A/Bhutan/0429/2021|EPI_ISL_11969530|2021-12-27
A/Bhutan/1318/2022	A/Bhutan/1318/2022|EPI_ISL_15929878|2022-01-08
A/Bhutan/437/2022	A/Bhutan/0437/2022|EPI_ISL_11969531|2022-01-03
A/Bhutan/853/2021	A/Bhutan/0853/2021|EPI_ISL_11497701|2021-12-15
A/Bhutan/1124/2021	A/Bhutan/1124/2021|EPI_ISL_11497688|2021-12-23
A/Bhutan/1128/2021	A/Bhutan/1128/2021|EPI_ISL_11497697|2021-12-27
A/Bhutan/1131/2021	A/Bhutan/1131/2021|EPI_ISL_11497700|2021-12-27
A/Bhutan/1125/2021	A/Bhutan/1125/2021|EPI_ISL_11497690|2021-12-27
A/Bhutan/1137/2021	A/Bhutan/1137/2021|EPI_ISL_11497692|2021-12-28
A/Bhutan/1135/2021	A/Bhutan/1135/2021|EPI_ISL_11497696|2021-12-28
A/Bhutan/1142/2021	A/Bhutan/1142/2021|EPI_ISL_11497691|2021-12-31
A/Bhutan/1253/2022	A/Bhutan/1253/2022|EPI_ISL_11956824|2022-01-04
A/Bhutan/1257/2022	A/Bhutan/1257/2022|EPI_ISL_11956896|2022-01-10
A/Bhutan/1254/2022	A/Bhutan/1254/2022|EPI_ISL_11956822|2022-01-05
A/Bhutan/442/2022	A/Bhutan/0442/2022|EPI_ISL_11956889|2022-01-05
A/Bhutan/1149/2022	A/Bhutan/1149/2022|EPI_ISL_11956885|2022-01-05
A/Bhutan/1256/2022	A/Bhutan/1256/2022|EPI_ISL_11956887|2022-01-05
A/Lyon/782/2021	A/Lyon/782/2021|EPI_ISL_9401959|2021-11-06
A/Bangladesh/9028/2021	A/Bangladesh/9028/2021|EPI_ISL_9388964|2021-10-30
A/Maldives/582/2021	A/Maldives/582/2021|EPI_ISL_15394468|2021-09-23
A/Nepal/21FL2742/2021	A/Nepal/21FL2742/2021|EPI_ISL_5419125|2021-08-16
A/SriLanka/5/2022	A/Sri_Lanka/5/2022|EPI_ISL_9847626|2022-01-18
A/SriLanka/2/2022	A/Sri_Lanka/2/2022|EPI_ISL_9847623|2022-01-13
A/Darwin/30/2021	A/Darwin/30/2021|EPI_ISL_4036583|2021-08-17
A/Darwin/21/2021	A/Darwin/21/2021|EPI_ISL_3837348|2021-08-11
A/Darwin/20/2021	A/Darwin/20/2021|EPI_ISL_3950044|2021-08-11
A/Darwin/22/2021	A/Darwin/22/2021|EPI_ISL_3837314|2021-08-11
A/Victoria/5/2021	A/Victoria/5/2021|EPI_ISL_3950037|2021-08-11
A/Bahrain/1305/2021	A/Bahrain/1305/2021|EPI_ISL_10826388|2021-10-11
A/Bahrain/3503/2021	A/Bahrain/3503/2021|EPI_ISL_10826382|2021-10-12
A/Ayutthaya/NIC-P3601/2022	A/Ayutthaya/NIC-P3601/2022|EPI_ISL_15610787|2022-10-05
A/Myanmar/21M014/2021	A/Myanmar/21M014/2021|EPI_ISL_13631522|2021-11-03
A/Myanmar/I035/2021	A/Myanmar/I035/2021|EPI_ISL_11303030|2021-08-01
A/Myanmar/I026/2021	A/Myanmar/I026/2021|EPI_ISL_11303029|2021-08-01
A/Myanmar/I019/2021	A/Myanmar/I019/2021|EPI_ISL_11303028|2021-08-01
A/Myanmar/I039/2021	A/Myanmar/I039/2021|EPI_ISL_11303031|2021-08-01
A/Myanmar/21M009/2021	A/Myanmar/21M009/2021|EPI_ISL_13631520|2021-10-30
A/Myanmar/21M007/2021	A/Myanmar/21M007/2021|EPI_ISL_13631518|2021-10-30
A/Myanmar/I081/2021	A/Myanmar/I081/2021|EPI_ISL_13951193|2021-10-23
A/Myanmar/21M022/2021	A/Myanmar/21M022/2021|EPI_ISL_13631687|2021-11-09
A/Myanmar/21M073/2021	A/Myanmar/21M073/2021|EPI_ISL_13631776|2021-11-25
A/Myanmar/I027/2021	A/Myanmar/I027/2021|EPI_ISL_9109813|2021-10-21
A/Myanmar/I050/2021	A/Myanmar/I050/2021|EPI_ISL_11303033|2021-10-21
A/Myanmar/I046/2021	A/Myanmar/I046/2021|EPI_ISL_9109660|2021-10-21
A/Myanmar/I049/2021	A/Myanmar/I049/2021|EPI_ISL_11303032|2021-10-21
A/Myanmar/I022/2021	A/Myanmar/I022/2021|EPI_ISL_9109639|2021-10-21
A/Myanmar/I029/2021	A/Myanmar/I029/2021|EPI_ISL_9109650|2021-10-21
A/Myanmar/21M144/2021	A/Myanmar/21M144/2021|EPI_ISL_13631779|2021-10-28
A/Myanmar/21M142/2021	A/Myanmar/21M142/2021|EPI_ISL_13631777|2021-10-28
A/Myanmar/21M013/2021	A/Myanmar/21M013/2021|EPI_ISL_13631521|2021-11-03
A/Myanmar/21M017/2021	A/Myanmar/21M017/2021|EPI_ISL_13631686|2021-11-03
A/Myanmar/21M003/2021	A/Myanmar/21M003/2021|EPI_ISL_13614323|2021-10-30
A/Myanmar/21M004/2021	A/Myanmar/21M004/2021|EPI_ISL_13614361|2021-10-30
A/Maldives/581/2021	A/Maldives/581/2021|EPI_ISL_15394432|2021-09-23
A/India/Tripura-NIVQC334/2021	A/India/Tripura-NIVQC334/2021|EPI_ISL_14854647|2021-09-01
A/Israel/R-724/2022	A/Israel/R-724/2022|EPI_ISL_9533449|2022-01-11
A/Nepal/21FL2864/2021	A/Nepal/21FL2864/2021|EPI_ISL_13951194|2021-08-25
A/Nepal/21FL2637/2021	A/Nepal/21FL2637/2021|EPI_ISL_5419118|2021-08-10
A/Nepal/21FL2237/2021	A/Nepal/21FL2237/2021|EPI_ISL_6424987|2021-07-28
A/India/Chennai-ICPS-25/2021	A/India/Chennai-ICPS-25/2021|EPI_ISL_14991382|2021-10-04
A/India/CHENNAI-ICPS-25/2021	A/India/CHENNAI-ICPS-25/2021|EPI_ISL_14836412|2021-10-04
A/Singapore/INFKK0017/2021	A/Singapore/INFKK0017/2021|EPI_ISL_8640748|2021-11-22
A/AbuDhabi/3421380/2021	A/Abu_Dhabi/3421380/2021|EPI_ISL_8808406|2021-12-08
A/India/KERALA-22-05-V419/2022	A/India/KERALA-22-05-V419/2022|EPI_ISL_14836416|2022-05-24
A/India/Kerala-22-05-V420/2022	A/India/Kerala-22-05-V420/2022|EPI_ISL_14863128|2022-05-24
A/India/KERALA-22-05-V417/2022	A/India/KERALA-22-05-V417/2022|EPI_ISL_14836414|2022-05-24
A/India/KERALA-22-05-V418/2022	A/India/KERALA-22-05-V418/2022|EPI_ISL_14836415|2022-05-24
A/India/Kerala-22-05-V419/2022	A/India/Kerala-22-05-V419/2022|EPI_ISL_14863127|2022-05-24
A/Bhutan/1966/2022	A/Bhutan/1966/2022|EPI_ISL_15929632|2022-10-03
A/Bhutan/1047/2022	A/Bhutan/1047/2022|EPI_ISL_15929639|2022-08-30
A/Bhutan/1052/2022	A/Bhutan/1052/2022|EPI_ISL_15929609|2022-09-05
A/Bhutan/1057/2022	A/Bhutan/1057/2022|EPI_ISL_15929616|2022-09-05
A/Bhutan/1002/2022	A/Bhutan/1002/2022|EPI_ISL_15929623|2022-09-06
A/Bhutan/1001/2022	A/Bhutan/1001/2022|EPI_ISL_16383765|2022-09-06
A/Bhutan/1962/2022	A/Bhutan/1962/2022|EPI_ISL_15929611|2022-10-01
A/Bhutan/1366/2022	A/Bhutan/1366/2022|EPI_ISL_15929881|2022-10-01
A/Bhutan/1372/2022	A/Bhutan/1372/2022|EPI_ISL_15929610|2022-10-03
